county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
,108567004,Salisbury-Elk Lick SD,4002,Salisbury-Elk Lick JSHS,21,10,47.62%,10,47.62%,12,57.14%,2,9.52%,0,0.00%
,,Salisbury-Elk Lick SD,,,21,10,47.62%,10,47.62%,12,57.14%,2,9.52%,0,0.00%
,108567204,Shade-Central City SD,4006,Shade JSHS,40,19,47.50%,18,45.00%,20,50.00%,1,2.50%,1,2.50%
,,Shade-Central City SD,,,40,19,47.50%,18,45.00%,20,50.00%,1,2.50%,1,2.50%
,108567404,Shanksville-Stonycreek SD,6800,Shanksville-Stonycreek HS,26,11,42.31%,11,42.31%,11,42.31%,0,0.00%,0,0.00%
,,Shanksville-Stonycreek SD,,,26,11,42.31%,11,42.31%,11,42.31%,0,0.00%,0,0.00%
,108567703,Somerset Area SD,8274,Somerset Area Jr-Sr HS,138,69,50.00%,65,47.10%,70,50.72%,1,0.72%,4,2.90%
,,Somerset Area SD,,,138,69,50.00%,65,47.10%,70,50.72%,1,0.72%,4,2.90%
,108568404,Turkeyfoot Valley Area SD,6216,Turkeyfoot Valley Area JSHS,22,7,31.82%,7,31.82%,10,45.45%,3,13.64%,0,0.00%
,,,9999,Turkeyfoot Valley Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Turkeyfoot Valley Area SD,,,23,7,30.43%,7,30.43%,10,43.48%,3,13.04%,0,0.00%
,108569103,Windber Area SD,4026,Windber Area HS,93,65,69.89%,63,67.74%,68,73.12%,3,3.23%,2,2.15%
,,,9999,Windber Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Windber Area SD,,,94,65,69.15%,63,67.02%,68,72.34%,3,3.19%,2,2.13%
Somerset,,,,,655,380,58.02%,366,55.88%,392,59.85%,12,1.83%,14,2.14%
Sullivan,117576303,Sullivan County SD,4030,Sullivan Co JSHS,30,16,53.33%,16,53.33%,18,60.00%,2,6.67%,0,0.00%
,,Sullivan County SD,,,30,16,53.33%,16,53.33%,18,60.00%,2,6.67%,0,0.00%
Sullivan,,,,,30,16,53.33%,16,53.33%,18,60.00%,2,6.67%,0,0.00%
Susquehanna,119581003,Blue Ridge SD,4034,Blue Ridge HS,61,26,42.62%,26,42.62%,30,49.18%,4,6.56%,0,0.00%
,,Blue Ridge SD,,,61,26,42.62%,26,42.62%,30,49.18%,4,6.56%,0,0.00%
,119582503,Elk Lake SD,6418,Elk Lake JSHS,56,28,50.00%,28,50.00%,29,51.79%,1,1.79%,0,0.00%
,,Elk Lake SD,,,56,28,50.00%,28,50.00%,29,51.79%,1,1.79%,0,0.00%
,119583003,Forest City Regional SD,6419,Forest City Regional HS,53,21,39.62%,21,39.62%,21,39.62%,0,0.00%,0,0.00%
,,Forest City Regional SD,,,53,21,39.62%,21,39.62%,21,39.62%,0,0.00%,0,0.00%
,119584503,Montrose Area SD,4044,Montrose Area JSHS,93,48,51.61%,48,51.61%,52,55.91%,4,4.30%,0,0.00%
,,,9999,Montrose Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Montrose Area SD,,,97,48,49.48%,48,49.48%,52,53.61%,4,4.12%,0,0.00%
,119584603,Mountain View SD,4049,Mountain View JSHS,62,23,37.10%,23,37.10%,23,37.10%,0,0.00%,0,0.00%
,,Mountain View SD,,,62,23,37.10%,23,37.10%,23,37.10%,0,0.00%,0,0.00%
,119586503,Susquehanna Community SD,4054,Susquehanna Community JSHS,43,27,62.79%,25,58.14%,27,62.79%,0,0.00%,2,4.65%
,,,9999,Susquehanna Community SD,13,2,15.38%,2,15.38%,2,15.38%,0,0.00%,0,0.00%
,,Susquehanna Community SD,,,56,29,51.79%,27,48.21%,29,51.79%,0,0.00%,2,3.57%
Susquehanna,,,,,385,175,45.45%,173,44.94%,184,47.79%,9,2.34%,2,0.52%
Tioga,117596003,Northern Tioga SD,4058,Cowanesque Valley JSHS,47,22,46.81%,20,42.55%,23,48.94%,1,2.13%,2,4.26%
,,,6373,Williamson SHS,79,31,39.24%,31,39.24%,33,41.77%,2,2.53%,0,0.00%
,,Northern Tioga SD,,,126,53,42.06%,51,40.48%,56,44.44%,3,2.38%,2,1.59%
,117597003,Southern Tioga SD,4064,North Penn-Liberty JSHS,38,24,63.16%,24,63.16%,26,68.42%,2,5.26%,0,0.00%
,,,4068,North Penn-Mansfield JSHS,79,32,40.51%,31,39.24%,36,45.57%,4,5.06%,1,1.27%
,,Southern Tioga SD,,,117,56,47.86%,55,47.01%,62,52.99%,6,5.13%,1,0.85%
,117598503,Wellsboro Area SD,4080,Wellsboro Area HS,106,51,48.11%,50,47.17%,52,49.06%,1,0.94%,1,0.94%
,,Wellsboro Area SD,,,106,51,48.11%,50,47.17%,52,49.06%,1,0.94%,1,0.94%
Tioga,,,,,349,160,45.85%,156,44.70%,170,48.71%,10,2.87%,4,1.15%
Union,116604003,Lewisburg Area SD,4085,Lewisburg HS,148,118,79.73%,118,79.73%,118,79.73%,0,0.00%,0,0.00%
,,,9999,Lewisburg Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lewisburg Area SD,,,151,118,78.15%,118,78.15%,118,78.15%,0,0.00%,0,0.00%
,116605003,Mifflinburg Area SD,4091,Mifflinburg Area SHS,175,86,49.14%,85,48.57%,89,50.86%,3,1.71%,1,0.57%
,,Mifflinburg Area SD,,,175,86,49.14%,85,48.57%,89,50.86%,3,1.71%,1,0.57%
Union,,,,,326,204,62.58%,203,62.27%,207,63.50%,3,0.92%,1,0.31%
Venango,106611303,Cranberry Area SD,4098,Cranberry Area JSHS,77,38,49.35%,37,48.05%,41,53.25%,3,3.90%,1,1.30%
,,Cranberry Area SD,,,77,38,49.35%,37,48.05%,41,53.25%,3,3.90%,1,1.30%
,106612203,Franklin Area SD,4106,Franklin Area JSHS,144,61,42.36%,59,40.97%,75,52.08%,14,9.72%,2,1.39%
,,,9999,Franklin Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Franklin Area SD,,,145,61,42.07%,59,40.69%,75,51.72%,14,9.66%,2,1.38%
,106616203,Oil City Area SD,4931,Oil City SHS,113,53,46.90%,51,45.13%,56,49.56%,3,2.65%,2,1.77%
,,,9999,Oil City Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Oil City Area SD,,,116,53,45.69%,51,43.97%,56,48.28%,3,2.59%,2,1.72%
,106617203,Titusville Area SD,1668,Titusville SHS,114,49,42.98%,41,35.96%,54,47.37%,5,4.39%,8,7.02%
,,Titusville Area SD,,,114,49,42.98%,41,35.96%,54,47.37%,5,4.39%,8,7.02%
,106618603,Valley Grove SD,4126,Rocky Grove JSHS,64,29,45.31%,29,45.31%,29,45.31%,0,0.00%,0,0.00%
,,Valley Grove SD,,,64,29,45.31%,29,45.31%,29,45.31%,0,0.00%,0,0.00%
Venango,,,,,516,230,44.57%,217,42.05%,255,49.42%,25,4.84%,13,2.52%
Warren,105620001,Tidioute Community CS,7833,Tidioute Community CS,17,10,58.82%,9,52.94%,10,58.82%,0,0.00%,1,5.88%
,,Tidioute Community CS,,,17,10,58.82%,9,52.94%,10,58.82%,0,0.00%,1,5.88%
,105628302,Warren County SD,4135,Youngsville MS/HS,32,10,31.25%,10,31.25%,14,43.75%,4,12.50%,0,0.00%
,,,4143,Eisenhower M/HS,66,37,56.06%,37,56.06%,37,56.06%,0,0.00%,0,0.00%
,,,4146,Sheffield M/HS,40,19,47.50%,19,47.50%,20,50.00%,1,2.50%,0,0.00%
,,,4149,Warren Area HS,166,79,47.59%,77,46.39%,83,50.00%,4,2.41%,2,1.20%
,,Warren County SD,,,304,145,47.70%,143,47.04%,154,50.66%,9,2.96%,2,0.66%
Warren,,,,,321,155,48.29%,152,47.35%,164,51.09%,9,2.80%,3,0.93%
Washington,101630504,Avella Area SD,4165,Avella Area JSHS,41,27,65.85%,19,46.34%,27,65.85%,0,0.00%,8,19.51%
,,,9999,Avella Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Avella Area SD,,,42,27,64.29%,19,45.24%,27,64.29%,0,0.00%,8,19.05%
,101630903,Bentworth SD,4188,Bentworth SHS,72,48,66.67%,33,45.83%,48,66.67%,0,0.00%,15,20.83%
,,Bentworth SD,,,72,48,66.67%,33,45.83%,48,66.67%,0,0.00%,15,20.83%
,101631003,Bethlehem-Center SD,4181,Bethlehem-Center SHS,92,51,55.43%,41,44.57%,51,55.43%,0,0.00%,10,10.87%
,,,9999,Bethlehem-Center SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Bethlehem-Center SD,,,96,51,53.13%,41,42.71%,51,53.13%,0,0.00%,10,10.42%
,101631203,Burgettstown Area SD,4195,Burgettstown MS/HS,67,46,68.66%,46,68.66%,46,68.66%,0,0.00%,0,0.00%
,,,9999,Burgettstown Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Burgettstown Area SD,,,69,46,66.67%,46,66.67%,46,66.67%,0,0.00%,0,0.00%
,101631503,California Area SD,4203,California Area SHS,70,43,61.43%,43,61.43%,48,68.57%,5,7.14%,0,0.00%
,,California Area SD,,,70,43,61.43%,43,61.43%,48,68.57%,5,7.14%,0,0.00%
,101631703,Canon-McMillan SD,4217,Canon-McMillan SHS,394,282,71.57%,265,67.26%,285,72.34%,3,0.76%,17,4.31%
,,,9999,Canon-McMillan SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Canon-McMillan SD,,,405,282,69.63%,265,65.43%,285,70.37%,3,0.74%,17,4.20%
,101631803,Charleroi SD,4715,Charleroi Area HS,90,46,51.11%,45,50.00%,47,52.22%,1,1.11%,1,1.11%
,,,9999,Charleroi SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Charleroi SD,,,93,46,49.46%,45,48.39%,47,50.54%,1,1.08%,1,1.08%
,101631903,Chartiers-Houston SD,4235,Chartiers-Houston JSHS,89,54,60.67%,52,58.43%,57,64.04%,3,3.37%,2,2.25%
,,Chartiers-Houston SD,,,89,54,60.67%,52,58.43%,57,64.04%,3,3.37%,2,2.25%
,101632403,Fort Cherry SD,4242,Fort Cherry JSHS,68,39,57.35%,39,57.35%,44,64.71%,5,7.35%,0,0.00%
,,,9999,Fort Cherry SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Fort Cherry SD,,,69,39,56.52%,39,56.52%,44,63.77%,5,7.25%,0,0.00%
,101633903,McGuffey SD,4249,McGuffey HS,102,50,49.02%,49,48.04%,64,62.75%,14,13.73%,1,0.98%
,,,9999,McGuffey SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,McGuffey SD,,,104,50,48.08%,49,47.12%,64,61.54%,14,13.46%,1,0.96%
,101636503,Peters Township SD,5083,Peters Twp HS,357,331,92.72%,327,91.60%,332,93.00%,1,0.28%,4,1.12%
,,,9999,Peters Township SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,,Peters Township SD,,,359,332,92.48%,328,91.36%,333,92.76%,1,0.28%,4,1.11%
,101637002,Ringgold SD,7019,Ringgold SHS,172,98,56.98%,97,56.40%,100,58.14%,2,1.16%,1,0.58%
,,,9999,Ringgold SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Ringgold SD,,,178,98,55.06%,97,54.49%,100,56.18%,2,1.12%,1,0.56%
,101638003,Trinity Area SD,6012,Trinity SHS,243,144,59.26%,141,58.02%,146,60.08%,2,0.82%,3,1.23%
,,Trinity Area SD,,,243,144,59.26%,141,58.02%,146,60.08%,2,0.82%,3,1.23%
,101638803,Washington SD,4286,Washington HS,81,31,38.27%,31,38.27%,39,48.15%,8,9.88%,0,0.00%
,,,9999,Washington SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Washington SD,,,83,31,37.35%,31,37.35%,39,46.99%,8,9.64%,0,0.00%
Washington,,,,,"1,972","1,291",65.47%,"1,229",62.32%,"1,335",67.70%,44,2.23%,62,3.14%
Wayne,119648703,Wayne Highlands SD,4295,Honesdale HS,148,89,60.14%,89,60.14%,99,66.89%,10,6.76%,0,0.00%
,,,9999,Wayne Highlands SD,9,3,33.33%,3,33.33%,3,33.33%,0,0.00%,0,0.00%
,,Wayne Highlands SD,,,157,92,58.60%,92,58.60%,102,64.97%,10,6.37%,0,0.00%
,119648903,Western Wayne SD,6704,Western Wayne HS,142,92,64.79%,92,64.79%,95,66.90%,3,2.11%,0,0.00%
,,Western Wayne SD,,,142,92,64.79%,92,64.79%,95,66.90%,3,2.11%,0,0.00%
Wayne,,,,,299,184,61.54%,184,61.54%,197,65.89%,13,4.35%,0,0.00%
Westmoreland,107650603,Belle Vernon Area SD,4930,Belle Vernon Area HS,186,132,70.97%,123,66.13%,136,73.12%,4,2.15%,9,4.84%
,,Belle Vernon Area SD,,,186,132,70.97%,123,66.13%,136,73.12%,4,2.15%,9,4.84%
,107650703,Burrell SD,4340,Burrell HS,130,94,72.31%,86,66.15%,95,73.08%,1,0.77%,8,6.15%
,,,9999,Burrell SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Burrell SD,,,134,94,70.15%,86,64.18%,95,70.90%,1,0.75%,8,5.97%
,107651603,Derry Area SD,4352,Derry Area SHS,132,78,59.09%,70,53.03%,80,60.61%,2,1.52%,8,6.06%
,,,9999,Derry Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Derry Area SD,,,136,78,57.35%,70,51.47%,80,58.82%,2,1.47%,8,5.88%
,107652603,Franklin Regional SD,4360,Franklin Regional SHS,269,224,83.27%,222,82.53%,224,83.27%,0,0.00%,2,0.74%
,,,9999,Franklin Regional SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Franklin Regional SD,,,272,224,82.35%,222,81.62%,224,82.35%,0,0.00%,2,0.74%
,107653040,Dr Robert Ketterer CS Inc,7550,Dr Robert Ketterer CS Inc,37,17,45.95%,17,45.95%,18,48.65%,1,2.70%,0,0.00%
,,Dr Robert Ketterer CS Inc,,,37,17,45.95%,17,45.95%,18,48.65%,1,2.70%,0,0.00%
,107653102,Greater Latrobe SD,4845,Greater Latrobe SHS,286,184,64.34%,183,63.99%,185,64.69%,1,0.35%,1,0.35%
,,,9999,Greater Latrobe SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Greater Latrobe SD,,,295,184,62.37%,183,62.03%,185,62.71%,1,0.34%,1,0.34%
,107653203,Greensburg Salem SD,4373,Greensburg-Salem HS,194,131,67.53%,128,65.98%,134,69.07%,3,1.55%,3,1.55%
,,,9999,Greensburg Salem SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Greensburg Salem SD,,,195,131,67.18%,128,65.64%,134,68.72%,3,1.54%,3,1.54%
,107653802,Hempfield Area SD,4404,Hempfield Area SHS,440,263,59.77%,257,58.41%,277,62.95%,14,3.18%,6,1.36%
,,,9999,Hempfield Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hempfield Area SD,,,442,263,59.50%,257,58.14%,277,62.67%,14,3.17%,6,1.36%
,107654103,Jeannette City SD,8421,Jeannette HS,58,27,46.55%,24,41.38%,27,46.55%,0,0.00%,3,5.17%
,,,9999,Jeannette City SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Jeannette City SD,,,59,27,45.76%,24,40.68%,27,45.76%,0,0.00%,3,5.08%
,107654403,Kiski Area SD,4431,Kiski Area HS,276,166,60.14%,157,56.88%,169,61.23%,3,1.09%,9,3.26%
,,Kiski Area SD,,,276,166,60.14%,157,56.88%,169,61.23%,3,1.09%,9,3.26%
,107654903,Ligonier Valley SD,4442,Ligonier Valley HS,110,71,64.55%,71,64.55%,82,74.55%,11,10.00%,0,0.00%
,,,9999,Ligonier Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Ligonier Valley SD,,,111,71,63.96%,71,63.96%,82,73.87%,11,9.91%,0,0.00%
,107655803,Monessen City SD,6181,Monessen SHS,47,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Monessen City SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Monessen City SD,,,49,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107655903,Mount Pleasant Area SD,4458,Mount Pleasant Area HS,132,80,60.61%,73,55.30%,80,60.61%,0,0.00%,7,5.30%
,,,9999,Mount Pleasant Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mount Pleasant Area SD,,,134,80,59.70%,73,54.48%,80,59.70%,0,0.00%,7,5.22%
,107656303,New Kensington-Arnold SD,8323,Valley JSHS,93,53,56.99%,53,56.99%,59,63.44%,6,6.45%,0,0.00%
,,New Kensington-Arnold SD,,,93,53,56.99%,53,56.99%,59,63.44%,6,6.45%,0,0.00%
,107656502,Norwin SD,4717,Norwin SHS,405,320,79.01%,315,77.78%,322,79.51%,2,0.49%,5,1.23%
,,Norwin SD,,,405,320,79.01%,315,77.78%,322,79.51%,2,0.49%,5,1.23%
,107657103,Penn-Trafford SD,6648,Penn Trafford HS,323,255,78.95%,252,78.02%,255,78.95%,0,0.00%,3,0.93%
,,,9999,Penn-Trafford SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Penn-Trafford SD,,,325,255,78.46%,252,77.54%,255,78.46%,0,0.00%,3,0.92%
,107657503,Southmoreland SD,6191,Southmoreland SHS,119,62,52.10%,62,52.10%,62,52.10%,0,0.00%,0,0.00%
,,,9999,Southmoreland SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Southmoreland SD,,,121,62,51.24%,62,51.24%,62,51.24%,0,0.00%,0,0.00%
,107658903,Yough SD,4735,Yough SHS,155,79,50.97%,79,50.97%,84,54.19%,5,3.23%,0,0.00%
,,,9999,Yough SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Yough SD,,,159,79,49.69%,79,49.69%,84,52.83%,5,3.14%,0,0.00%
Westmoreland,,,,,"3,429","2,236",65.21%,"2,172",63.34%,"2,289",66.75%,53,1.55%,64,1.87%
Wyoming,118667503,Tunkhannock Area SD,5271,Tunkhannock HS,164,81,49.39%,73,44.51%,82,50.00%,1,0.61%,8,4.88%
,,Tunkhannock Area SD,,,164,81,49.39%,73,44.51%,82,50.00%,1,0.61%,8,4.88%
,119665003,Lackawanna Trail SD,4528,Lackawanna Trail JSHS,78,51,65.38%,49,62.82%,51,65.38%,0,0.00%,2,2.56%
,,,9999,Lackawanna Trail SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lackawanna Trail SD,,,79,51,64.56%,49,62.03%,51,64.56%,0,0.00%,2,2.53%
Wyoming,,,,,243,132,54.32%,122,50.21%,133,54.73%,1,0.41%,10,4.12%
York,112671303,Central York SD,4545,Central York HS,466,315,67.60%,308,66.09%,323,69.31%,8,1.72%,7,1.50%
,,,9999,Central York SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Central York SD,,,471,315,66.88%,308,65.39%,323,68.58%,8,1.70%,7,1.49%
,112671603,Dallastown Area SD,4553,Dallastown Area SHS,471,329,69.85%,306,64.97%,341,72.40%,12,2.55%,23,4.88%
,,,9999,Dallastown Area SD,15,4,26.67%,4,26.67%,6,40.00%,2,13.33%,0,0.00%
,,Dallastown Area SD,,,486,333,68.52%,310,63.79%,347,71.40%,14,2.88%,23,4.73%
,112671803,Dover Area SD,4558,Dover Area HS,233,119,51.07%,119,51.07%,124,53.22%,5,2.15%,0,0.00%
,,,9999,Dover Area SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Dover Area SD,,,241,119,49.38%,119,49.38%,124,51.45%,5,2.07%,0,0.00%
,112672203,Eastern York SD,4564,Eastern York HS,165,81,49.09%,79,47.88%,94,56.97%,13,7.88%,2,1.21%
,,,9999,Eastern York SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Eastern York SD,,,171,81,47.37%,79,46.20%,94,54.97%,13,7.60%,2,1.17%
,112672803,Hanover Public SD,4571,Hanover SHS,123,50,40.65%,46,37.40%,50,40.65%,0,0.00%,4,3.25%
,,,9999,Hanover Public SD,13,1,7.69%,1,7.69%,1,7.69%,0,0.00%,0,0.00%
,,Hanover Public SD,,,136,51,37.50%,47,34.56%,51,37.50%,0,0.00%,4,2.94%
,112673300,Crispus Attucks CS,7624,Crispus Attucks CS,34,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Crispus Attucks CS,,,34,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112674403,Northeastern York SD,4577,Northeastern SHS,250,154,61.60%,149,59.60%,161,64.40%,7,2.80%,5,2.00%
,,Northeastern York SD,,,250,154,61.60%,149,59.60%,161,64.40%,7,2.80%,5,2.00%
,112675503,Red Lion Area SD,4598,Red Lion Area SHS,349,194,55.59%,191,54.73%,206,59.03%,12,3.44%,3,0.86%
,,,9999,Red Lion Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Red Lion Area SD,,,353,194,54.96%,191,54.11%,206,58.36%,12,3.40%,3,0.85%
,112676203,South Eastern SD,4602,Kennard-Dale HS,165,97,58.79%,92,55.76%,110,66.67%,13,7.88%,5,3.03%
,,South Eastern SD,,,165,97,58.79%,92,55.76%,110,66.67%,13,7.88%,5,3.03%
,112676403,South Western SD,4608,South Western SHS,292,168,57.53%,164,56.16%,175,59.93%,7,2.40%,4,1.37%
,,,9999,South Western SD,53,8,15.09%,8,15.09%,8,15.09%,0,0.00%,0,0.00%
,,South Western SD,,,345,176,51.01%,172,49.86%,183,53.04%,7,2.03%,4,1.16%
,112676503,Southern York County SD,4614,Susquehannock HS,249,170,68.27%,162,65.06%,176,70.68%,6,2.41%,8,3.21%
,,,9999,Southern York County SD,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Southern York County SD,,,259,170,65.64%,162,62.55%,176,67.95%,6,2.32%,8,3.09%
,112676703,Spring Grove Area SD,4623,Spring Grove Area HS,285,159,55.79%,154,54.04%,164,57.54%,5,1.75%,5,1.75%
,,,9999,Spring Grove Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Spring Grove Area SD,,,289,159,55.02%,154,53.29%,164,56.75%,5,1.73%,5,1.73%
,112678503,West York Area SD,6705,West York Area HS,209,111,53.11%,106,50.72%,114,54.55%,3,1.44%,5,2.39%
,,,9999,West York Area SD,20,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,West York Area SD,,,229,111,48.47%,106,46.29%,114,49.78%,3,1.31%,5,2.18%
,112679002,York City SD,4647,William Penn SHS,228,98,42.98%,98,42.98%,98,42.98%,0,0.00%,0,0.00%
,,,9999,York City SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,York City SD,,,229,98,42.79%,98,42.79%,98,42.79%,0,0.00%,0,0.00%
,112679107,York Co School of Technology,5168,York Co School of Technology,406,132,32.51%,132,32.51%,150,36.95%,18,4.43%,0,0.00%
,,York Co School of Technology,,,406,132,32.51%,132,32.51%,150,36.95%,18,4.43%,0,0.00%
,112679403,York Suburban SD,4658,York Suburban SHS,211,150,71.09%,150,71.09%,152,72.04%,2,0.95%,0,0.00%
,,,9999,York Suburban SD,33,3,9.09%,3,9.09%,4,12.12%,1,3.03%,0,0.00%
,,York Suburban SD,,,244,153,62.70%,153,62.70%,156,63.93%,3,1.23%,0,0.00%
,115219002,West Shore SD,1732,Cedar Cliff HS,320,188,58.75%,188,58.75%,189,59.06%,1,0.31%,0,0.00%
,,,4704,Red Land SHS,266,168,63.16%,157,59.02%,168,63.16%,0,0.00%,11,4.14%
,,,9999,West Shore SD,4,0,0.00%,0,0.00%,1,25.00%,1,25.00%,0,0.00%
,,West Shore SD,,,590,356,60.34%,345,58.47%,358,60.68%,2,0.34%,11,1.86%
,115674603,Northern York County SD,6345,Northern HS,232,143,61.64%,141,60.78%,144,62.07%,1,0.43%,2,0.86%
,,,9999,Northern York County SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Northern York County SD,,,234,143,61.11%,141,60.26%,144,61.54%,1,0.43%,2,0.85%
,189670676,York Academy Regional CS,8131,York Academy Regional CS,13,13,100.00%,12,92.31%,13,100.00%,0,0.00%,1,7.69%
,,York Academy Regional CS,,,13,13,100.00%,12,92.31%,13,100.00%,0,0.00%,1,7.69%
York,,,,,"5,145","2,855",55.49%,"2,770",53.84%,"2,972",57.76%,117,2.27%,85,1.65%
Overall,,,,,"125,798","75,511",60.03%,"73,420",58.36%,"78,377",62.30%,"2,866",2.28%,"2,091",1.66%
